ira_share,local_rev_pc,enc_gol,dynasty,income_class,region,LGU_clean,election_year
0.9193731048525144,47963.98163698008,11.016870006170166,0,3,Eastern Visayas,BILIRAN,2010.0
0.9429628832880361,52205.45266578719,7.042392755317792,0,3,Eastern Visayas,BILIRAN,2013.0
0.8931103993902418,139218.28962230496,4.795588493347168,0,3,Eastern Visayas,BILIRAN,2016.0
0.9353433441926189,109734.198516923,6.846459927693218,0,3,Eastern Visayas,BILIRAN,2019.0
0.9238916161457702,118629.01953979954,7.995353053935898,0,3,Central Visayas,BOHOL,2004.0
0.9352662438416797,127894.8600994125,5.077323999696318,0,3,Central Visayas,BOHOL,2007.0
0.8957421487993962,344558.78028316784,6.598108519184392,0,3,Central Visayas,BOHOL,2013.0
0.8827832596465619,554729.727044642,7.619619742949566,0,3,Central Visayas,BOHOL,2016.0
0.8725157757610109,93016.99027285352,6.631561392374692,0,3,Northern Mindanao,BUKIDNON,1995.0
0.8884984631466022,114863.19790328853,6.419868602809856,0,3,Northern Mindanao,BUKIDNON,1998.0
0.7931653436861978,228209.6414923258,5.29761687529367,0,3,Northern Mindanao,BUKIDNON,2004.0
0.8381546044982411,441805.8696245141,5.629216320251089,0,3,Northern Mindanao,BUKIDNON,2007.0
0.8115095846700822,1294198.275356114,5.805007019721643,0,3,Northern Mindanao,BUKIDNON,2016.0
0.8063779317591617,1804531.1868022084,5.942441435030446,0,3,Northern Mindanao,BUKIDNON,2019.0
0.682388119403411,825250.6256243289,5.0320743441079685,0,3,Central Luzon,BULACAN,2001.0
0.7417811902468401,830594.046361819,5.271332022460456,0,3,Central Luzon,BULACAN,2004.0
0.7650167377962589,1525104.5111566037,4.795588493347168,0,3,Central Luzon,BULACAN,2013.0
0.7446568610455859,2482281.8775971234,8.301507429280832,0,3,Central Luzon,BULACAN,2016.0
0.9101995414210435,162376.74824314937,5.941139680544438,0,3,Cagayan Valley,CAGAYAN,2004.0
0.8820857383710816,319023.73481508717,7.583939815334474,0,3,Cagayan Valley,CAGAYAN,2010.0
0.882746518529606,427415.9851373285,7.020607258274936,0,3,Cagayan Valley,CAGAYAN,2013.0
0.9409170534731981,333553.22531211004,9.179364593258697,0,3,Cagayan Valley,CAGAYAN,2019.0
0.8526428372602641,65898.33090015128,8.317994962028708,0,3,Bicol Region,CAMARINES NORTE,2004.0
0.8247691651915794,227340.93605751358,8.471763522956167,0,3,Bicol Region,CAMARINES NORTE,2007.0
0.8866002438919143,215480.2836116571,8.114481461947207,0,3,Bicol Region,CAMARINES NORTE,2013.0
0.8558485320192872,402675.7753524705,9.522048633766417,0,3,Bicol Region,CAMARINES NORTE,2016.0
0.8363383528233506,617578.3107683957,7.53989508577888,0,3,Bicol Region,CAMARINES NORTE,2019.0
0.9500060218827445,67853.22029060032,6.2033701356656366,0,3,Bicol Region,CAMARINES SUR,2001.0
0.8332903907375897,95178.72207744978,9.187664692073895,0,3,Bicol Region,CAMARINES SUR,2004.0
0.9242869385038261,177093.02469914776,6.395349285605562,0,3,Bicol Region,CAMARINES SUR,2007.0
0.7624243569461875,708126.558301799,6.605486032877252,0,3,Bicol Region,CAMARINES SUR,2010.0
0.9151125136159202,304808.2085365616,10.405664375896322,0,3,Bicol Region,CAMARINES SUR,2013.0
0.9334254837312111,350763.29907970503,7.371961970042776,0,3,Bicol Region,CAMARINES SUR,2016.0
0.9221963129543642,543626.257326819,8.643550320637814,0,3,Bicol Region,CAMARINES SUR,2019.0
0.9478420863906577,16028.374587922823,6.648119057880763,0,3,Northern Mindanao,CAMIGUIN,2001.0
0.9587075502606162,14922.461223175284,5.765329072419945,0,3,Northern Mindanao,CAMIGUIN,2004.0
0.9432678819388745,26651.44208102068,7.220619097610096,0,3,Northern Mindanao,CAMIGUIN,2007.0
0.9343366462025902,44547.907323850784,6.001517650779874,0,3,Northern Mindanao,CAMIGUIN,2010.0
0.9258968282896944,54039.35634278134,6.214679608511574,0,3,Northern Mindanao,CAMIGUIN,2013.0
0.9373546296044104,67809.38900873812,4.795588493347168,0,3,Northern Mindanao,CAMIGUIN,2016.0
0.928305675846273,103135.29771938361,5.328887036061133,0,3,Northern Mindanao,CAMIGUIN,2019.0
0.9127318787575902,76662.50454914849,6.950861361422085,0,3,Western Visayas,CAPIZ,1995.0
0.9598634525051999,34365.534397862386,6.956909972464473,0,3,Western Visayas,CAPIZ,2001.0
0.9378059897035679,48241.78949150164,4.834510816737975,0,3,Western Visayas,CAPIZ,2004.0
0.8648042331183277,162312.61877641827,7.304727278402765,0,3,Western Visayas,CAPIZ,2010.0
0.9213783169964387,139570.390255386,5.875962367301327,0,3,Western Visayas,CAPIZ,2013.0
0.9695332579160958,19256.193012226606,9.312805061105564,0,3,Bicol Region,CATANDUANES,2004.0
0.838319917988132,171409.51871646754,7.302272631865889,0,3,Bicol Region,CATANDUANES,2010.0
0.8664701175724758,312763.84569849446,7.655879283875947,0,3,Bicol Region,CATANDUANES,2019.0
0.7286359249942773,790016.2755913511,6.156978447292204,0,3,CALABARZON,CAVITE,2004.0
0.6473247750004115,1276344.8593284786,4.93117638100307,0,3,CALABARZON,CAVITE,2007.0
0.7996335462561373,1269940.7855571955,7.960641410853327,0,3,CALABARZON,CAVITE,2013.0
0.8241147167378529,1478194.161727652,5.040374442923167,0,3,CALABARZON,CAVITE,2016.0
0.8520865086944927,1737998.8700032383,7.20949785203777,0,3,CALABARZON,CAVITE,2019.0
0.9058739963692446,75862.66363925394,7.769068578441534,0,3,Davao Region,COMPOSTELA VALLEY,2001.0
0.8156881221812355,142454.14022676833,5.732390656946222,0,3,Davao Region,COMPOSTELA VALLEY,2004.0
0.8829740291741093,243393.48006030917,4.795588493347168,0,3,Davao Region,COMPOSTELA VALLEY,2010.0
0.892673942487411,247731.84559436515,4.795588493347168,0,3,Davao Region,COMPOSTELA VALLEY,2013.0
0.8092224609077796,655502.4013616517,8.453038528987122,0,3,Davao Region,COMPOSTELA VALLEY,2016.0
0.8455218230038248,123366.3528294079,6.594079731578063,0,3,Davao Region,DAVAO DEL NORTE,2001.0
0.915285537140905,170268.0284280479,4.795588493347168,0,3,Davao Region,DAVAO DEL NORTE,2010.0
0.8928636351944146,241344.2663200684,4.795588493347168,0,3,Davao Region,DAVAO DEL NORTE,2013.0
0.8686526605235603,416370.701179564,6.268433426618003,0,3,Davao Region,DAVAO DEL NORTE,2016.0
0.9158099487457569,28628.00716012786,7.067445533953786,0,3,Davao Region,DAVAO ORIENTAL,1995.0
0.8859466138218011,84553.77051465306,8.144741710996641,0,3,Davao Region,DAVAO ORIENTAL,1998.0
0.9524676336459715,48649.64792312356,8.373041937702396,0,3,Davao Region,DAVAO ORIENTAL,2004.0
0.9312078795032193,133681.59888219647,4.932373162586487,0,3,Davao Region,DAVAO ORIENTAL,2010.0
0.9345463677717091,144641.12567502633,4.795588493347168,0,3,Davao Region,DAVAO ORIENTAL,2013.0
0.8927758097108587,470856.66024764266,4.795588493347168,0,3,Davao Region,DAVAO ORIENTAL,2019.0
0.9232044323475108,29855.139080906287,8.489733797953136,0,3,CARAGA,DINAGAT ISLANDS,2013.0
0.8922622524570887,52781.352340305224,4.795588493347168,0,3,CARAGA,DINAGAT ISLANDS,2016.0
0.9654408229756282,40576.66521258792,5.508762629344574,0,3,Eastern Visayas,EASTERN SAMAR,2007.0
0.9437823006490795,93081.41123716069,8.14288658642499,0,3,Eastern Visayas,EASTERN SAMAR,2013.0
0.9558416569924084,117974.46528762672,7.051169304419318,0,3,Eastern Visayas,EASTERN SAMAR,2016.0
0.9364473436869893,20378.791058354545,7.042190953961948,0,3,Western Visayas,GUIMARAS,2001.0
0.9200017957588322,35951.84643248655,6.249331073162922,0,3,Western Visayas,GUIMARAS,2004.0
0.9271103188969629,41641.249908809084,6.7372238583428725,0,3,Western Visayas,GUIMARAS,2007.0
0.8619479020165492,69570.57470505312,5.697045556692842,0,3,Western Visayas,GUIMARAS,2010.0
0.853863779465696,177003.76956330054,7.754555169719538,0,3,Western Visayas,GUIMARAS,2016.0
0.8406782841976153,257282.67124759778,5.041866234560416,0,3,Western Visayas,GUIMARAS,2019.0
0.9654146777728235,11636.768976767898,11.211060826575022,0,3,CAR,IFUGAO,1998.0
0.8868516168796692,92268.97194422316,4.795588493347168,0,3,Ilocos Region,ILOCOS NORTE,2001.0
0.8342333840242446,114830.52173598298,4.795588493347168,0,3,Ilocos Region,ILOCOS NORTE,2004.0
0.7774546180971598,275952.42268211395,4.795588493347168,0,3,Ilocos Region,ILOCOS NORTE,2013.0
0.6831095460949647,541839.0501395687,4.795588493347168,0,3,Ilocos Region,ILOCOS NORTE,2016.0
0.509243602862277,44426.7651970624,7.474204219758007,0,3,Ilocos Region,ILOCOS SUR,1998.0
0.4777884902740002,449099.93526335794,6.611447769793358,0,3,Ilocos Region,ILOCOS SUR,2013.0
0.4910811937954261,886673.8572981656,4.795588493347168,0,3,Ilocos Region,ILOCOS SUR,2016.0
0.4994789295614684,1103985.556192875,5.603750437045846,0,3,Ilocos Region,ILOCOS SUR,2019.0
0.9142142729910674,96792.60907179862,4.795588493347168,0,3,Cagayan Valley,ISABELA,2001.0
0.9222762130387174,184262.92658998817,8.223379536649986,0,3,Cagayan Valley,ISABELA,2007.0
0.7930718325901704,701043.4800304398,5.433461765573156,0,3,Cagayan Valley,ISABELA,2013.0
0.8604597790977788,818627.2319207044,6.064934405557551,0,3,Cagayan Valley,ISABELA,2016.0
0.8987517760737962,153689.5801398754,6.8069566335828995,0,3,CAR,KALINGA,2013.0
0.8809293192526368,259915.84705872834,9.343168473179958,0,3,CAR,KALINGA,2016.0
0.8121340113670463,157107.55274209753,6.452634627439237,0,3,Ilocos Region,LA UNION,2004.0
0.8587456961560882,113977.42919573188,7.703573631674203,0,3,Ilocos Region,LA UNION,2007.0
0.6223208512174815,258478.97729970887,6.099993545145252,0,3,Ilocos Region,LA UNION,2010.0
0.6819476998009789,725055.0311915353,5.261975407578233,0,3,Ilocos Region,LA UNION,2013.0
0.6115525165605779,1095597.9338426292,9.900575490876008,0,3,Ilocos Region,LA UNION,2016.0
0.78955502283962,930385.525618449,5.143556019128823,0,3,Ilocos Region,LA UNION,2019.0
0.6509007237352299,1217825.0003896803,11.942670376120532,0,3,CALABARZON,LAGUNA,2004.0
0.7312696126804106,983660.4757810682,8.280554023478773,0,3,CALABARZON,LAGUNA,2007.0
0.8976763338602485,925171.3876107857,6.762648114362605,0,3,CALABARZON,LAGUNA,2019.0
0.9738323131825162,17770.97020406765,10.822295491707564,0,3,SOCCSKSARGEN,LANAO DEL SUR,1998.0
0.9824426133239131,24673.232884487603,4.795588493347168,0,3,SOCCSKSARGEN,LANAO DEL SUR,2004.0
0.9843966549555939,31751.608091296628,13.156640367397813,0,3,SOCCSKSARGEN,LANAO DEL SUR,2007.0
0.9711670961908592,72758.683694317,4.795588493347168,0,3,BARMM,LANAO DEL SUR,2010.0
0.9655905010312225,106482.35109426174,6.734519901162344,0,3,BARMM,LANAO DEL SUR,2013.0
0.9861988218177711,22505.932409734232,8.406943660545153,0,3,BARMM,LANAO DEL SUR,2016.0
0.9919720444087137,39128.86784931505,6.662316190486763,0,3,BARMM,LANAO DEL SUR,2019.0
0.9281564715917181,25343.467573342845,7.718037721230758,0,3,MIMAROPA,MARINDUQUE,2001.0
0.9530152184289271,25216.73189245793,7.6768127810240685,0,3,Mimaropa Region,MARINDUQUE,2004.0
0.932846025060158,73691.75321586058,8.406409746644043,0,3,MIMAROPA Region,MARINDUQUE,2013.0
0.9528892304252974,69339.74417330604,8.342341888388656,0,3,MIMAROPA Region,MARINDUQUE,2016.0
0.9509009459003224,17819.45122775272,8.03768473431387,0,3,Bicol Region,MASBATE,2001.0
0.9421698695667277,23910.756987054832,8.533275833996754,0,3,Bicol Region,MASBATE,2004.0
0.984904612742536,21052.33708857675,8.461097914077412,0,3,Bicol Region,MASBATE,2007.0
0.9419952092745163,120777.89701226167,8.990642318115533,0,3,Bicol Region,MASBATE,2013.0
0.9598920959316661,168098.24844647388,6.537190300476141,0,3,Bicol Region,MASBATE,2019.0
0.893646139147215,96145.7901699366,5.127820038067171,0,3,Northern Mindanao,MISAMIS OCCIDENTAL,2004.0
0.9043401301137717,108878.85220273027,5.009878457312311,0,3,Northern Mindanao,MISAMIS OCCIDENTAL,2007.0
0.8326278445933735,259999.68460547924,5.1318655670415865,0,3,Northern Mindanao,MISAMIS OCCIDENTAL,2013.0
0.8106772023896909,406040.6527376697,4.896316327954764,0,3,Northern Mindanao,MISAMIS OCCIDENTAL,2016.0
0.9236651823218107,49922.983987130225,10.087316854952178,0,3,CAR,MOUNTAIN,2007.0
0.8944380760479795,133833.41935143992,8.129051429345168,0,3,CAR,MOUNTAIN,2013.0
0.9043227717666049,160421.70954906382,4.795588493347168,0,3,CAR,MOUNTAIN,2016.0
0.9591563690632902,14833.149209752213,8.18400881607613,0,3,Eastern Visayas,NORTHERN SAMAR,1995.0
0.9319318044184346,32070.43889737455,6.129331661541755,0,3,Eastern Visayas,NORTHERN SAMAR,2004.0
0.9594494796153246,49244.71534069115,8.465959245393945,0,3,Eastern Visayas,NORTHERN SAMAR,2007.0
0.9536511455692995,70745.5161177488,7.6186283824772545,0,3,Eastern Visayas,NORTHERN SAMAR,2010.0
0.895352813563564,321200.80934575945,6.478957487702701,0,3,Eastern Visayas,NORTHERN SAMAR,2016.0
0.7906050951611547,192222.53096283416,7.410899677393444,0,3,Central Luzon,NUEVA ECIJA,1995.0
0.8373711960161838,208895.23961352557,6.146081626546106,0,3,Central Luzon,NUEVA ECIJA,1998.0
0.6753827126005588,85717.22976673114,6.71362260156684,0,3,Central Luzon,NUEVA ECIJA,2001.0
0.9412577164204485,112278.75906493422,8.045022883168258,0,3,Central Luzon,NUEVA ECIJA,2004.0
0.8962384769244647,379591.1864832156,7.179629441495421,0,3,Central Luzon,NUEVA ECIJA,2010.0
0.875959878588441,522273.67595748603,7.09966361813042,0,3,Central Luzon,NUEVA ECIJA,2013.0
0.895510761600935,638928.617034696,7.137967868310283,0,3,Central Luzon,NUEVA ECIJA,2016.0
0.8669595971188855,1172802.4177020192,8.895026482876343,0,3,Central Luzon,NUEVA ECIJA,2019.0
0.9385940069775529,29213.06590177631,4.872581592703455,0,3,Cagayan Valley,NUEVA VIZCAYA,1998.0
0.9370363645244719,44277.98412327655,4.8973357415303544,0,3,Cagayan Valley,NUEVA VIZCAYA,2001.0
0.8745149577098896,157322.22293261625,7.589583918726361,0,3,Cagayan Valley,NUEVA VIZCAYA,2007.0
0.8285177497959868,336281.5004300028,6.770154129367256,0,3,Cagayan Valley,NUEVA VIZCAYA,2010.0
0.8253295426025957,507010.4078548774,7.958798955425095,0,3,Cagayan Valley,NUEVA VIZCAYA,2016.0
0.7918197056617888,616577.6066995114,7.592424521668022,0,3,Cagayan Valley,NUEVA VIZCAYA,2019.0
0.9404589740138469,57434.15844255593,7.534911135252854,0,3,Mimaropa Region,OCCIDENTAL MINDORO,2007.0
0.9628076952361777,67707.61369651463,6.612432795693962,0,3,MIMAROPA Region,OCCIDENTAL MINDORO,2010.0
0.9385211277631456,166478.7447915133,6.95856691543554,0,3,MIMAROPA Region,OCCIDENTAL MINDORO,2016.0
0.9165429620263623,56121.14671457,7.896395732120706,0,3,MIMAROPA,ORIENTAL MINDORO,1998.0
0.9356276248161937,73274.10117665306,7.730970201842183,0,3,Mimaropa Region,ORIENTAL MINDORO,2004.0
0.8838569789472395,201086.07642870955,4.795588493347168,0,3,MIMAROPA Region,ORIENTAL MINDORO,2013.0
0.9002993394865868,343052.4914428665,6.26388565660102,0,3,MIMAROPA Region,ORIENTAL MINDORO,2016.0
0.7098145663638266,222002.278816998,6.080847302157622,0,3,Ilocos Region,PANGASINAN,2001.0
0.8976687961164416,283055.0668395534,5.084999238259456,0,3,Ilocos Region,PANGASINAN,2004.0
0.8610030135257372,565040.0958453044,6.227294003129373,0,3,Ilocos Region,PANGASINAN,2010.0
0.7648636139149243,1648075.9914159179,6.120894012026611,0,3,Ilocos Region,PANGASINAN,2013.0
0.8429562334488843,1318581.0095769763,7.505452661993899,0,3,Ilocos Region,PANGASINAN,2016.0
0.8539948931351145,1575411.1343926042,7.624406869283234,0,3,Ilocos Region,PANGASINAN,2019.0
0.9598395470891266,15126.719262471423,10.707677751221809,0,3,Cagayan Valley,QUIRINO,1998.0
0.8776067679281958,25972.30427412619,5.832102245264082,0,3,Cagayan Valley,QUIRINO,2001.0
0.9446251496251569,32310.220537615474,5.4486235629564135,0,3,Cagayan Valley,QUIRINO,2004.0
0.9052058938310221,122795.85652459227,5.588061965272005,0,3,Cagayan Valley,QUIRINO,2010.0
0.9101036613198197,131770.61187057942,4.795588493347168,0,3,Cagayan Valley,QUIRINO,2013.0
0.83393928279731,381667.53082711983,4.795588493347168,0,3,Cagayan Valley,QUIRINO,2016.0
0.819991527802653,558656.099858284,4.795588493347168,0,3,Cagayan Valley,QUIRINO,2019.0
0.6962739787532078,527303.8150073886,7.04739797190598,0,3,CALABARZON,RIZAL,2001.0
0.6563972034464046,988055.5198194236,6.235663329763952,0,3,CALABARZON,RIZAL,2004.0
0.6822103147952115,715333.459055707,5.007205268051507,0,3,CALABARZON,RIZAL,2007.0
0.7630065292050112,1146990.577511236,6.269579531627755,0,3,CALABARZON,RIZAL,2010.0
0.7483192138608423,1478009.1958511025,5.88351362924675,0,3,CALABARZON,RIZAL,2013.0
0.7300745141680309,2327773.487875819,5.3724249998800815,0,3,CALABARZON,RIZAL,2016.0
0.7203030999706178,3468736.5211676657,5.228230691619956,0,3,CALABARZON,RIZAL,2019.0
0.9397250131311629,65775.2833745731,5.831826238925373,0,3,MIMAROPA Region,ROMBLON,2013.0
0.9306938915212317,118763.07287629787,6.583984686622443,0,3,MIMAROPA Region,ROMBLON,2016.0
0.8223620405478709,95445.28594620246,7.3929732919290245,0,3,Davao Region,SARANGANI,1998.0
0.9570947745956904,45848.7685797033,5.138103762765809,0,3,SOCCSKSARGEN,SARANGANI,2007.0
0.9653530405648939,53507.035555882845,8.407446806526535,0,3,SOCCSKSARGEN,SARANGANI,2010.0
0.9735903731427253,64736.47843958996,6.073543993447629,0,3,SOCCSKSARGEN,SARANGANI,2016.0
0.9059109528503093,113728.07790336013,5.397252448751033,0,3,SOCCSKSARGEN,SARANGANI,2019.0
0.9675799054495631,12576.983743773191,8.396752692075097,0,3,Central Visayas,SIQUIJOR,2004.0
0.9582328877648898,20507.140640453203,5.727210334697247,0,3,Central Visayas,SIQUIJOR,2007.0
0.9094065276997352,69194.26555376593,5.554124949815446,0,3,Central Visayas,SIQUIJOR,2010.0
0.9174978003389995,95908.96616363805,7.7355043977769355,0,3,Central Visayas,SIQUIJOR,2016.0
0.9134399528744002,131312.06485436112,6.087130744822615,0,3,Central Visayas,SIQUIJOR,2019.0
0.9082744447255813,58339.553468617145,6.557060494516122,0,3,Bicol Region,SORSOGON,2001.0
0.8781529743808552,47373.25113456836,7.879177461279369,0,3,Bicol Region,SORSOGON,2004.0
0.918194244793936,52227.0625897483,9.765657257943527,0,3,Bicol Region,SORSOGON,2007.0
0.9362215559553562,98097.03228583653,7.8991150732611,0,3,Bicol Region,SORSOGON,2010.0
0.9024505684962563,194908.70245523006,10.148827356115135,0,3,Bicol Region,SORSOGON,2013.0
0.9550226272867608,18264.557361836316,4.795588493347168,0,3,Eastern Visayas,SOUTHERN LEYTE,2001.0
0.7980339939474899,65393.229588128626,6.542715856883206,0,3,Eastern Visayas,SOUTHERN LEYTE,2004.0
0.8412951300779508,246949.26702873036,6.203955178609817,0,3,Eastern Visayas,SOUTHERN LEYTE,2010.0
0.7795477849431052,432239.4879542962,7.357646290451952,0,3,Eastern Visayas,SOUTHERN LEYTE,2013.0
0.7638578635269742,666182.9294257164,7.295964755852878,0,3,Eastern Visayas,SOUTHERN LEYTE,2016.0
0.8145863194007745,600661.7252920046,6.1199135108200835,0,3,Eastern Visayas,SOUTHERN LEYTE,2019.0
0.9666565964424495,28164.934821783798,8.445204021192467,0,3,SOCCSKSARGEN,SULTAN KUDARAT,2001.0
0.962462337351356,39326.50676072575,7.299475013517962,0,3,SOCCSKSARGEN,SULTAN KUDARAT,2004.0
0.9645934944260882,47332.75074573979,7.38374789317504,0,3,SOCCSKSARGEN,SULTAN KUDARAT,2007.0
0.7205722189609353,868035.4169691354,7.194727893161597,0,3,SOCCSKSARGEN,SULTAN KUDARAT,2010.0
0.968238316602891,72553.09969653469,7.866232311524527,0,3,SOCCSKSARGEN,SULTAN KUDARAT,2013.0
0.9741358904302365,82547.69841566775,6.925374212154679,0,3,SOCCSKSARGEN,SULTAN KUDARAT,2016.0
0.9709453142316491,125650.61315170303,5.492361518253574,0,3,SOCCSKSARGEN,SULTAN KUDARAT,2019.0
0.9863392392166883,1917.4761653546302,8.913249235802823,0,3,BARMM,SULU,2010.0
0.9593838797077936,4549.056516047975,5.4594262700657055,0,3,BARMM,SULU,2013.0
0.9612441518065163,3770.0981192425825,6.592339534235975,0,3,BARMM,SULU,2016.0
0.9864230589278211,10441.742670112639,7.539233123035387,0,3,BARMM,SULU,2019.0
0.9660449193007246,19417.725327540422,7.789235139943571,0,3,CARAGA,SURIGAO DEL NORTE,1998.0
0.9298754217622669,63342.11044909805,8.076671760829981,0,3,CARAGA,SURIGAO DEL NORTE,2004.0
0.9372512117593796,47951.824055149686,8.108512937989985,0,3,CARAGA,SURIGAO DEL NORTE,2007.0
0.7781363747198782,80488.41023481077,6.7665705716581215,0,3,CARAGA,SURIGAO DEL NORTE,2013.0
0.8275664865275552,222660.63675705343,7.71122126960347,0,3,CARAGA,SURIGAO DEL NORTE,2016.0
0.8429470589378507,292588.48795458674,8.000280445785958,0,3,CARAGA,SURIGAO DEL NORTE,2019.0
0.9260437066118747,45084.44060620805,7.424182369326444,0,3,CARAGA,SURIGAO DEL SUR,1998.0
0.953468775241994,36881.48908008728,6.162616668581791,0,3,CARAGA,SURIGAO DEL SUR,2004.0
0.948544345676531,48003.16317701944,4.923810631514812,0,3,CARAGA,SURIGAO DEL SUR,2007.0
0.9349875196121111,105084.4638037663,6.48903081412675,0,3,CARAGA,SURIGAO DEL SUR,2010.0
0.9092221329498074,65521.381876136176,5.092437835322357,0,3,CARAGA,SURIGAO DEL SUR,2013.0
0.9414612355032349,87215.57707550935,7.385825180225878,0,3,CARAGA,SURIGAO DEL SUR,2016.0
0.9411002852569386,171430.60607770085,13.64228392715199,0,3,CARAGA,SURIGAO DEL SUR,2019.0
0.8306549370657645,103046.73222414311,5.296321002909963,0,3,Central Luzon,TARLAC,1995.0
0.7761259938373435,242453.20841572806,11.226931643520174,0,3,Central Luzon,TARLAC,2001.0
